merchant,category,amt,gender,city,state,zip,lat,long,city_pop,job,dob,merch_lat,merch_long,is_fraud
fraud_Weber and Sons,food_dining,151.1,M,Afton,MN,55001,44.8696,-92.8234,2916,Barrister's clerk,29/06/1935,45.000289,-93.132784,0
"fraud_Hoppe, Harris and Bednar",entertainment,38.69,F,New Waverly,TX,77358,30.5354,-95.4532,4993,"Scientist, biomedical",30/11/1948,30.570345,-95.502377,0
"fraud_Morissette, Weber and Wiegand",grocery_net,53.85,F,Lakeport,CA,95453,39.047,-122.9328,11256,Podiatrist,18/10/1972,39.650264,-123.390242,0
"fraud_Moen, Reinger and Murphy",grocery_pos,207.48,F,Greendale,WI,53129,42.9373,-87.9943,13973,Logistics and distribution manager,6/5/1981,42.242654,-87.599956,0
fraud_Kuhn LLC,shopping_pos,180.73,M,Harrington Park,NJ,7640,40.9918,-73.98,4664,"Radiographer, diagnostic",30/06/1965,40.518228,-74.892411,0
"fraud_Schultz, Simonis and Little",grocery_pos,133.22,F,Grassflat,PA,16839,41.0036,-78.1104,489,Pension scheme manager,15/09/1956,41.927899,-77.611006,0
"fraud_Ferry, Lynch and Kautzer",misc_net,8.64,F,Shenandoah Junction,WV,25442,39.3716,-77.8229,1925,Systems developer,14/02/1966,39.166751,-77.168948,0
"fraud_Bahringer, Schoen and Corkery",shopping_pos,54.33,F,Enola,AR,72047,35.2087,-92.2123,969,"Physicist, medical",5/1/1954,34.538354,-91.572353,0
"fraud_Osinski, Ledner and Leuschke",grocery_pos,211.71,F,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",20/12/1975,34.909676,-92.574786,0
fraud_Rutherford-Mertz,grocery_pos,37.09,M,Saint Petersburg,FL,33710,27.7898,-82.7243,341043,"Engineer, land",28/02/1989,27.533176,-82.554025,0
fraud_Kassulke PLC,shopping_net,559.59,F,Grand Ridge,FL,32442,30.7148,-85.021,3699,Art gallery manager,7/9/1948,29.970247,-84.076774,0
"fraud_Reilly, Heaney and Cole",gas_transport,75.73,F,Sun City,CA,92585,33.7467,-117.1721,54287,"Designer, exhibition/display",22/09/1972,33.482737,-116.923021,0
fraud_Ledner-Pfannerstill,gas_transport,58.74,M,Holloway,OH,43985,40.0113,-80.9701,128,Child psychotherapist,3/4/1946,39.099347,-80.566364,0
"fraud_Schaefer, Fay and Hilll",entertainment,152.32,M,Springfield Gardens,NY,11413,40.6645,-73.7559,38912,Production manager,7/11/1961,40.118696,-74.441971,0
fraud_O'Keefe-Hudson,grocery_pos,195.4,F,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,18/06/1985,43.782725,-83.834096,0
fraud_Prohaska-Murray,gas_transport,61.15,F,Colton,WA,99113,46.5901,-117.1692,761,Chief Marketing Officer,30/06/1943,46.057708,-116.887506,0
fraud_Murray Ltd,grocery_net,48.85,F,Mobile,AL,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",5/1/1972,30.089755,-88.852986,0
fraud_Pfeffer LLC,grocery_net,63.77,M,El Paso,TX,79906,31.8092,-106.4247,749635,Market researcher,21/01/1973,31.024993,-106.787964,0
fraud_Padberg-Welch,grocery_pos,68.9,M,Washington,DC,20012,38.9757,-77.0282,601723,"Optician, dispensing",20/07/1970,39.132224,-77.579934,0
fraud_Cole PLC,grocery_pos,91.08,F,Rocky Mount,MO,65072,38.2911,-92.7059,1847,Tax inspector,26/10/1988,37.382888,-93.194541,0
fraud_Bahringer-Larson,grocery_net,28.44,F,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,22/09/1997,41.389473,-80.953438,0
fraud_Hudson-Ratke,grocery_pos,47.36,F,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,19/03/1998,43.840441,-72.234548,0
fraud_Miller-Hauck,grocery_pos,223.39,F,Indianapolis,IN,46254,39.849,-86.272,910148,Firefighter,30/11/1975,38.957945,-85.880791,0
fraud_Kuvalis Ltd,gas_transport,49.89,F,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,38.743823,-109.485182,0
fraud_Williamson LLC,misc_pos,21.4,F,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",20/12/1975,33.783916,-91.737904,0
fraud_Jast Ltd,shopping_net,92.67,M,Doe Hill,VA,24433,38.4207,-79.4629,99,Dance movement psychotherapist,28/03/1986,38.228456,-79.672787,0
fraud_Miller-Harris,misc_net,6.31,M,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,25/05/1995,43.454096,-85.578221,0
"fraud_Zieme, Bode and Dooley",gas_transport,56.35,M,Johns Island,SC,29455,32.8357,-79.8217,20478,Materials engineer,4/6/1997,33.288022,-80.620461,0
"fraud_Swaniawski, Lowe and Robel",shopping_pos,1.07,F,Ridgeland,MS,39157,32.4122,-90.1207,24645,"Scientist, clinical (histocompatibility and immunogenetics)",29/05/1966,32.816531,-90.941946,0
fraud_Kemmer-Buckridge,misc_pos,37.43,F,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,30/01/1986,27.831609,-80.65481,0
fraud_Pagac LLC,shopping_pos,7.32,F,Tomales,CA,94971,38.2427,-122.9145,337,Occupational psychologist,5/7/1954,38.342218,-122.33227,0
"fraud_Swift, Bradtke and Marquardt",grocery_net,72.15,F,West Monroe,LA,71291,32.5317,-92.176,54185,"Radiographer, diagnostic",20/11/1992,32.315985,-92.595008,0
"fraud_Olson, Becker and Koch",gas_transport,55.03,M,Oakland,CA,94619,37.7878,-122.1884,381459,Barista,3/1/1974,38.578188,-121.820766,0
fraud_Denesik and Sons,shopping_pos,2.87,F,Grand Ridge,FL,32442,30.7148,-85.021,3699,Art gallery manager,7/9/1948,30.282003,-85.301053,0
"fraud_Monahan, Bogisich and Ledner",misc_pos,40.02,M,Brooklin,ME,4616,44.2541,-68.5565,824,"Loss adjuster, chartered",2/11/1974,43.699874,-69.359702,0
fraud_Simonis-Prohaska,misc_pos,47.92,F,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,29/08/1985,27.054378,-82.327335,0
"fraud_Wintheiser, Dietrich and Schimmel",misc_pos,1.69,F,Mansfield,OH,44902,40.7559,-82.5123,92985,Press photographer,29/05/1968,40.009642,-83.311412,0
"fraud_Schaefer, McGlynn and Bosco",gas_transport,59.69,M,Edinburg,VA,22824,38.8432,-78.6003,6018,"Designer, multimedia",21/08/1947,38.431428,-79.12567,0
fraud_Bartoletti-Wunsch,gas_transport,60.24,M,Greenwich,NJ,8323,39.4055,-75.3209,804,Insurance risk surveyor,25/03/1965,40.318063,-74.647209,0
fraud_Christiansen-Gusikowski,misc_pos,13.72,M,Springfield,GA,31329,32.3697,-81.3618,9034,"Therapist, occupational",2/3/1969,32.870331,-80.695714,0
fraud_Cruickshank-Mills,entertainment,15.16,F,Tiptonville,TN,38079,36.3846,-89.4649,5577,Geochemist,30/12/1964,37.215155,-90.134878,0
fraud_Emard Inc,gas_transport,62.42,F,Barnstable,MA,2630,41.6983,-70.3001,1850,Counselling psychologist,29/12/1963,41.616113,-70.161254,0
fraud_Vandervort-Funk,grocery_pos,74.76,M,Shrewsbury,MA,1545,42.2848,-71.7205,35299,English as a second language teacher,30/04/1975,41.703963,-70.870286,0
"fraud_Rodriguez, Yost and Jenkins",misc_net,1.05,F,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,17/07/1989,39.331069,-94.025454,0
fraud_Dibbert and Sons,entertainment,7.28,F,Grand Ridge,FL,32442,30.7148,-85.021,3699,Art gallery manager,7/9/1948,30.371403,-84.290347,0
"fraud_Ferry, Reichel and DuBuque",grocery_net,6.86,F,Battle Creek,IA,51006,42.3327,-95.6045,1075,"Teacher, early years/pre",2/1/1997,41.925131,-94.613785,0
"fraud_Willms, Kris and Bergnaum",shopping_pos,9.68,M,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,13/12/1960,40.390681,-78.497314,0
fraud_Kemmer-Reinger,grocery_net,60.02,M,Acworth,NH,3601,43.196,-72.3001,477,Naval architect,15/04/1988,43.112328,-72.954176,0
fraud_Koss and Sons,gas_transport,72.98,M,Burbank,OK,74633,36.6966,-96.7869,471,Sub,30/03/1941,37.27941,-97.679542,0
fraud_Hackett-Lueilwitz,grocery_pos,96.8,F,Blooming Grove,TX,76626,32.0758,-96.701,1563,Financial adviser,4/3/1978,31.759759,-96.366476,0
fraud_Fisher-Schowalter,shopping_net,5.48,F,Coleharbor,ND,58531,47.5196,-101.2332,307,Make,13/08/1930,46.85583,-100.511888,0
fraud_Barton Inc,grocery_pos,101.81,M,Ollie,IA,52576,41.2001,-92.1354,568,Commercial horticulturist,24/07/1969,40.835393,-92.252619,0
fraud_Hickle Group,shopping_pos,3.16,M,Iliff,CO,80736,40.7692,-103.0968,648,Community arts worker,21/09/1969,41.281158,-103.764493,0
"fraud_Kerluke, Considine and Macejkovic",misc_net,3.69,M,Methuen,MA,1844,42.728,-71.181,47249,Market researcher,22/11/1980,42.484053,-71.077753,0
fraud_Lockman Ltd,grocery_pos,35.95,M,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",6/3/1978,35.955912,-86.910625,0
fraud_Pouros-Haag,shopping_pos,1.43,F,Fenelton,PA,16034,40.8555,-79.7372,2054,Operations geologist,4/8/1963,39.880282,-80.080849,0
fraud_Klocko LLC,misc_net,7.21,F,Knoxville,TN,37932,35.9335,-84.1481,391389,"Designer, industrial/product",22/04/1994,35.530215,-83.775159,0
fraud_Kunze Inc,grocery_pos,112.29,F,Fullerton,NE,68638,41.366,-98.0054,1749,"Surveyor, mining",7/5/1973,41.140809,-98.320732,0
fraud_Luettgen PLC,gas_transport,51.33,M,Powell,TN,37849,36.0435,-84.04,25459,"Teacher, special educational needs",22/02/1969,36.944262,-85.03415,0
fraud_Cummerata-Jones,gas_transport,70.49,F,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",1/9/1984,47.529496,-122.471001,0
"fraud_Mosciski, Gislason and Mertz",grocery_pos,113.34,F,River,KY,41254,37.8795,-82.7251,571,Quarry manager,7/3/1931,38.259118,-82.874797,0
"fraud_Rowe, Batz and Goodwin",grocery_pos,215.37,F,Sherman,TX,75092,33.6372,-96.6184,46563,Systems developer,11/9/1970,32.97634,-95.955663,0
fraud_Kemmer-Reinger,grocery_net,57.91,M,Wichita,KS,67232,37.6395,-97.1714,409656,Heritage manager,27/12/1985,36.655093,-96.296831,0
fraud_Bailey-Morar,grocery_pos,80.96,M,Mooresville,NC,28117,35.584,-80.8685,69793,Control and instrumentation engineer,8/12/1953,36.040723,-81.254324,0
fraud_Kling Inc,gas_transport,55.03,F,Campbell,NE,68932,40.2967,-98.737,493,"Surveyor, minerals",13/09/1940,40.313319,-98.856358,0
"fraud_Eichmann, Bogan and Rodriguez",gas_transport,73.76,F,Oolitic,IN,47451,38.8938,-86.5246,1228,Counsellor,13/03/1991,38.795576,-86.558214,0
"fraud_Willms, Kris and Bergnaum",shopping_pos,2.39,M,Spearsville,LA,71277,32.955,-92.587,1758,"Psychologist, forensic",8/8/1957,32.628797,-93.144659,0
fraud_Kiehn-Emmerich,grocery_pos,139.82,F,Fordoche,LA,70732,30.6576,-91.6264,1178,Community education officer,13/06/1951,30.223936,-91.108795,0
fraud_Thiel-Thiel,entertainment,5.39,F,Saint Louis,MO,63131,38.6171,-90.4504,927396,Occupational hygienist,12/3/1960,38.338264,-89.989949,0
fraud_Parisian and Sons,gas_transport,55.89,F,Henderson,WV,25106,38.8265,-82.1364,642,Building services engineer,30/08/1946,38.698652,-81.898704,0
"fraud_Eichmann, Bogan and Rodriguez",gas_transport,55.71,F,Brownville,NY,13615,44.0577,-76.0196,1271,"Producer, radio",14/08/1958,43.118044,-75.582525,0
fraud_Ledner-Pfannerstill,gas_transport,76.1,F,Shields,ND,58569,46.1838,-101.2589,77,Film/video editor,17/12/1989,45.220325,-100.353653,0
fraud_Miller-Hauck,grocery_pos,52.88,M,Saint Petersburg,FL,33710,27.7898,-82.7243,341043,"Engineer, land",28/02/1989,27.835753,-82.856409,0
fraud_Sporer Inc,gas_transport,55.23,F,Mc Cracken,KS,67556,38.5957,-99.554,320,Film/video editor,22/04/1961,39.106634,-99.622284,0
fraud_Buckridge PLC,misc_pos,6.51,M,Orient,NY,11957,41.1437,-72.2879,743,Video editor,19/09/1968,41.11603,-73.218532,0
fraud_Pouros-Haag,shopping_pos,3.2,F,Carlotta,CA,95528,40.507,-123.9743,1139,"Therapist, occupational",15/01/1951,40.414798,-124.695516,0
"fraud_Ferry, Reichel and DuBuque",grocery_net,91.49,F,Bethel Springs,TN,38315,35.2289,-88.644,3876,Senior tax professional/tax inspector,19/11/1960,35.05319,-88.159172,0
fraud_Friesen-D'Amore,gas_transport,74.51,F,Hannawa Falls,NY,13647,44.6087,-74.9732,69,Chief Executive Officer,5/6/1991,45.536612,-75.141445,0
fraud_Durgan-Auer,misc_net,16.13,F,Newhall,CA,91321,34.3795,-118.523,34882,Health physicist,25/04/1971,33.573282,-118.332173,0
fraud_Kerluke Inc,misc_net,103.1,F,Cranks,KY,40820,36.7558,-83.1838,581,"Psychologist, counselling",4/2/1967,36.630601,-83.138036,0
"fraud_Raynor, Feest and Miller",gas_transport,89.9,F,Clayton,OK,74536,34.5906,-95.38,1760,Occupational psychologist,20/01/1972,35.49845,-95.115494,0
fraud_Kuphal-Bartoletti,misc_net,5.99,F,Waupaca,WI,54981,44.3481,-89.1101,15426,"Engineer, civil (contracting)",22/07/1936,43.554465,-89.269587,0
"fraud_Harris, Gusikowski and Heaney",grocery_net,41.15,F,Lake Oswego,OR,97034,45.4093,-122.6847,42817,Planning and development surveyor,28/05/1982,45.16764,-122.870742,0
fraud_Luettgen PLC,gas_transport,59.49,F,Stanchfield,MN,55080,45.6675,-93.2433,2607,"Lecturer, further education",4/12/1995,46.553848,-92.397551,0
fraud_Mraz-Herzog,gas_transport,73.96,M,Naples,FL,34112,26.1184,-81.7361,276002,"Programme researcher, broadcasting/film/video",2/1/1979,25.432086,-81.697814,0
"fraud_Schaefer, Fay and Hilll",entertainment,57.39,M,Sontag,MS,39665,31.6453,-90.1801,1196,"Librarian, academic",11/6/1958,32.351529,-90.251484,0
"fraud_Kerluke, Considine and Macejkovic",misc_net,978.39,F,Hudson,KS,67545,38.1485,-98.6408,215,Probation officer,22/11/1968,38.053129,-98.278097,0
fraud_Prohaska-Murray,gas_transport,74.91,F,Tampa,FL,33620,28.06,-82.4079,717255,Waste management officer,16/09/1966,27.982518,-82.027885,0
"fraud_Raynor, Feest and Miller",gas_transport,48.02,M,Tekoa,WA,99033,47.2271,-117.0819,895,Clothing/textile technologist,31/05/1999,47.798543,-116.165491,0
fraud_Parisian and Sons,gas_transport,78.65,M,Fenelton,PA,16034,40.8555,-79.7372,2054,Communications engineer,29/09/1976,40.065787,-80.200196,0
"fraud_Rowe, Batz and Goodwin",grocery_pos,99.56,M,Schaefferstown,PA,17088,40.3087,-76.2963,823,Gaffer,2/7/1982,40.560933,-77.212944,0
fraud_Huels-Hahn,gas_transport,86.87,F,Waynesfield,OH,45896,40.6072,-83.9585,2089,Building control surveyor,22/06/1963,40.73657,-83.697393,0
"fraud_Stroman, Hudson and Erdman",gas_transport,67.93,F,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,12/4/1979,45.110547,-86.43948,0
fraud_Huel Ltd,misc_net,7.86,F,Wichita,KS,67216,37.6223,-97.3136,409656,Textile designer,21/10/1930,37.728598,-96.320628,0
fraud_Bashirian Group,shopping_net,1.35,M,Sontag,MS,39665,31.6453,-90.1801,1196,"Librarian, academic",11/6/1958,31.923864,-89.838738,0
"fraud_Reichert, Huels and Hoppe",shopping_net,3.37,M,Edinburg,VA,22824,38.8432,-78.6003,6018,"Designer, multimedia",21/08/1947,39.65092,-77.886898,0
"fraud_Cremin, Hamill and Reichel",misc_pos,7.2,F,Darien,GA,31305,31.3826,-81.4312,5989,Tax adviser,5/5/1967,31.5414,-80.596368,0
fraud_Rowe-Vandervort,grocery_net,53.49,F,Washington,DC,20036,38.9087,-77.0414,601723,Prison officer,14/03/1986,38.346939,-77.716159,0
fraud_Miller-Hauck,grocery_pos,116.13,M,Cecilton,MD,21913,39.4015,-75.8654,663,Podiatrist,14/01/1969,40.190721,-75.406837,0
fraud_Bins-Rice,gas_transport,106.6,M,Afton,MI,49705,45.3637,-84.4695,937,Technical brewer,6/4/1958,46.115218,-85.336134,0
fraud_DuBuque LLC,grocery_pos,109.67,M,Powell,TN,37849,36.0435,-84.04,25459,"Teacher, special educational needs",22/02/1969,35.337875,-83.492357,0
fraud_Torp-Labadie,gas_transport,57.31,F,Redford,MO,63665,37.3272,-91.0243,241,Investment analyst,27/10/1974,37.149367,-90.793721,0
fraud_Lockman Ltd,grocery_pos,76.02,M,Oakland,CA,94619,37.7878,-122.1884,381459,Barista,3/1/1974,37.654873,-123.172732,0
fraud_Bins-Rice,gas_transport,67.17,M,Christine,ND,58015,46.5522,-96.7909,291,Television floor manager,1/5/1991,46.797872,-97.142986,0
"fraud_Stroman, Hudson and Erdman",gas_transport,57.5,M,Ashfield,MA,1330,42.5232,-72.811,1506,"Production assistant, radio",3/4/1960,43.445475,-72.20154,0
fraud_Kiehn Inc,grocery_pos,83.67,M,San Diego,CA,92128,33.0067,-117.069,1241364,Chartered public finance accountant,5/8/1959,33.922852,-117.165324,0
"fraud_Tillman, Dickinson and Labadie",gas_transport,106.66,M,Keller,TX,76248,32.9276,-97.2489,95035,Probation officer,13/06/1987,32.145824,-96.666765,0
fraud_Jakubowski Group,food_dining,106.82,M,Afton,MN,55001,44.8696,-92.8234,2916,Barrister's clerk,29/06/1935,45.506274,-92.51451,0
"fraud_Roob, Conn and Tremblay",shopping_pos,2.95,F,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,11/9/1969,40.587585,-74.644512,0
fraud_Douglas-White,entertainment,78.7,F,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",25/04/1961,33.261481,-118.474805,0
fraud_Friesen-Stamm,gas_transport,82.46,F,Mountain Center,CA,92561,33.6401,-116.5567,1661,"Therapist, music",19/09/1988,34.347957,-116.394113,0
fraud_Smith-Stokes,misc_pos,316.82,F,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,15/09/1988,40.897922,-81.031235,0
fraud_Boyer-Reichert,shopping_net,19.64,F,Meredith,CO,81642,39.3199,-106.6596,61,Public relations account executive,4/11/1939,38.723718,-105.707413,0
fraud_Heller-Langosh,gas_transport,80.61,F,Thomas,WV,26292,39.1505,-79.503,836,Forensic psychologist,29/08/1981,38.179951,-79.084649,0
fraud_Heller-Langosh,gas_transport,59.11,F,Irvine,PA,16329,41.8117,-79.2643,528,Chief Marketing Officer,13/09/1972,40.873396,-79.496139,0
fraud_Kuhic Inc,grocery_pos,122.83,F,Downsville,NY,13755,42.0716,-75.0152,1228,"Psychotherapist, child",25/02/1990,42.928098,-75.949843,0
fraud_Dickinson-Rempel,misc_pos,5.54,F,Karnack,TX,75661,32.6205,-94.2,2807,Chiropodist,26/01/1931,32.184073,-94.323908,0
fraud_Hudson-Grady,shopping_pos,696.77,F,Laguna Hills,CA,92637,33.615,-117.7114,45303,Sales executive,22/12/1969,34.530568,-118.022434,0
fraud_Miller-Harris,misc_net,4.68,F,Henderson,WV,25106,38.8265,-82.1364,642,Building services engineer,30/08/1946,38.265988,-82.059651,0
fraud_Cole PLC,grocery_pos,141.95,M,Belfast,NY,14711,42.32,-78.0943,1766,Mechanical engineer,4/6/1962,42.667743,-78.274286,0
fraud_Hintz-Bruen,grocery_net,70.93,F,Ford,VA,23850,37.1349,-77.7364,1051,Chief Operating Officer,21/11/1976,37.267809,-77.588892,0
fraud_Friesen-Stamm,gas_transport,63.51,M,Methuen,MA,1844,42.728,-71.181,47249,Market researcher,22/11/1980,43.491347,-70.875603,0
fraud_Fisher Inc,shopping_net,98.38,M,Burns Flat,OK,73624,35.3492,-99.188,2142,Politician's assistant,30/06/1976,36.142628,-99.155859,0
"fraud_Hayes, Marquardt and Dibbert",misc_net,9.08,F,Garrattsville,NY,13342,42.6315,-75.1866,165,Naval architect,20/09/1945,43.471008,-75.585414,0
fraud_Bailey-Morar,grocery_pos,81.19,F,Plymouth,CT,6782,41.6611,-73.0449,2376,Herpetologist,6/4/1973,41.716265,-72.672775,0
"fraud_Schaefer, McGlynn and Bosco",gas_transport,62.6,F,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,25/03/1988,41.035919,-91.257712,0
fraud_Hickle Group,shopping_pos,5.86,F,North Washington,PA,16048,41.0472,-79.8089,139,Patent attorney,25/05/1954,41.472327,-80.76031,0
fraud_Corwin-Collins,gas_transport,62.83,F,Comfort,WV,25049,38.1372,-81.5962,630,Fine artist,30/07/1959,38.114718,-81.542048,0
fraud_Lockman Ltd,grocery_pos,72.19,F,Karnack,TX,75661,32.6205,-94.2,2807,Chiropodist,26/01/1931,31.906456,-94.371546,0
"fraud_Hoppe, Harris and Bednar",entertainment,74.89,F,Sturgis,MS,39769,33.357,-89.0473,1923,Medical physicist,16/01/1960,33.436753,-90.044086,0
"fraud_Kerluke, Considine and Macejkovic",misc_net,240.16,F,Thomas,WV,26292,39.1505,-79.503,836,Forensic psychologist,29/08/1981,38.991707,-79.369797,0
"fraud_Tillman, Fritsch and Schmitt",misc_net,7.65,F,Joliet,IL,60432,41.5378,-88.0572,128354,"Teacher, secondary school",20/01/1992,40.760739,-88.009344,0
fraud_Dach-Borer,grocery_net,29.35,F,New Ellenton,SC,29809,33.413,-81.69,2206,Biomedical scientist,31/12/1986,32.60213,-82.664874,0
fraud_Schmeler Inc,misc_pos,9.39,F,Whigham,GA,39897,30.8836,-84.3246,3430,"Editor, commissioning",25/03/1950,31.778338,-85.088337,0
"fraud_Cormier, Stracke and Thiel",entertainment,285.77,F,Ash Flat,AR,72513,36.2201,-91.6421,2856,Hydrologist,27/08/1926,36.133465,-92.275277,0
fraud_Friesen-Stamm,gas_transport,83.61,M,Lawrence,MA,1843,42.6911,-71.1605,76383,Geoscientist,4/4/1985,42.56169,-70.244894,0
fraud_Kemmer-Reinger,grocery_net,65.23,M,Saint James City,FL,33956,26.529,-82.0916,3776,Sport and exercise psychologist,12/9/1976,25.703247,-81.972404,0
fraud_Kling Inc,gas_transport,65.22,F,Whaleyville,MD,21872,38.4121,-75.2811,718,Regulatory affairs officer,19/03/1985,38.128672,-75.33498,0
fraud_Bednar Group,misc_net,1.42,M,Romulus,MI,48174,42.2203,-83.3583,31515,Police officer,5/11/1971,42.193347,-83.605617,0
"fraud_Raynor, Feest and Miller",gas_transport,53.56,M,Dalton,WI,53926,43.6718,-89.1918,1628,Civil Service fast streamer,30/09/1967,43.791806,-89.665666,0
"fraud_Eichmann, Bogan and Rodriguez",gas_transport,73.79,M,Arnold,MO,63010,38.4305,-90.387,35439,Land/geomatics surveyor,31/03/1985,39.268568,-90.66421,0
"fraud_Eichmann, Bogan and Rodriguez",gas_transport,51.91,F,Brunson,SC,29911,32.9413,-81.1807,1725,Social researcher,5/12/1974,33.339421,-81.207502,0
fraud_Morar Inc,grocery_net,46.7,M,Margaretville,NY,12455,42.1852,-74.6178,1988,Environmental health practitioner,23/05/1978,41.187977,-74.211927,0
"fraud_Kutch, Hermiston and Farrell",gas_transport,61.61,M,Comfrey,MN,56019,44.1111,-94.9134,914,Health and safety adviser,26/07/1944,43.220788,-95.529244,0
"fraud_Connelly, Reichert and Fritsch",gas_transport,67.72,M,Clarinda,IA,51632,40.7491,-95.038,7297,IT trainer,13/07/1990,41.454985,-95.715426,0
fraud_Huels-Hahn,gas_transport,47.74,F,Oolitic,IN,47451,38.8938,-86.5246,1228,Counsellor,13/03/1991,39.573146,-87.136838,0
fraud_Pfeffer LLC,grocery_net,6.57,F,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,19/03/1998,43.428308,-73.30139,0
fraud_Barton Inc,grocery_pos,115.2,F,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,39.131558,-110.322189,0
fraud_Jacobi and Sons,shopping_pos,4.32,M,Andrews,IN,46702,40.8618,-85.6067,2304,Retail banker,25/07/1955,40.99301,-85.346478,0
fraud_Schamberger-O'Keefe,grocery_pos,168.58,M,Maria Stein,OH,45860,40.4062,-84.5076,2274,"Designer, television/film set",17/12/1943,40.883095,-84.093601,0
fraud_Weber and Sons,food_dining,190.63,M,Indian Wells,CA,92210,33.7163,-116.3381,4677,Learning mentor,6/5/1955,33.213312,-116.558724,0
fraud_Murray-Smitham,grocery_pos,142.08,M,Belfast,NY,14711,42.32,-78.0943,1766,Mechanical engineer,4/6/1962,43.027486,-77.344002,0
fraud_Bins-Rice,gas_transport,65.27,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,13/02/1987,24.642535,-81.850028,0
"fraud_Osinski, Ledner and Leuschke",grocery_pos,54.15,F,Stanchfield,MN,55080,45.6675,-93.2433,2607,"Lecturer, further education",4/12/1995,44.858526,-93.360603,0
fraud_Dach-Nader,misc_net,297.99,F,Morrisdale,PA,16858,41.0001,-78.2357,3688,Dispensing optician,26/10/1987,41.34851,-79.174843,0
"fraud_Roob, Conn and Tremblay",shopping_pos,9.66,M,Norman,AR,71960,34.4596,-93.6743,1383,Magazine features editor,8/8/1966,34.858355,-94.664682,0
fraud_Sporer Inc,gas_transport,92.52,M,Melbourne,FL,32935,28.1384,-80.6524,139650,Database administrator,23/01/1957,27.842734,-81.29052,0
fraud_Parisian and Sons,gas_transport,48.37,F,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,"Psychologist, forensic",7/10/1998,42.284925,-87.278155,0
fraud_Stiedemann Ltd,food_dining,32.56,F,Tulsa,OK,74130,36.2395,-95.9596,413574,Bookseller,18/06/1968,36.402443,-95.432252,0
fraud_McDermott-Weimann,grocery_pos,111.2,F,Irvine,PA,16329,41.8117,-79.2643,528,Chief Marketing Officer,13/09/1972,41.414188,-78.402927,0
fraud_Howe Ltd,misc_pos,12.21,F,Saint Amant,LA,70774,30.2385,-90.8435,10076,"Surveyor, rural practice",16/12/1977,29.585406,-91.659395,0
fraud_Schamberger-O'Keefe,grocery_pos,103.31,F,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,17/04/1970,44.554946,-70.008315,0
fraud_Christiansen-Gusikowski,misc_pos,69.52,M,Detroit,MI,48202,42.377,-83.0796,673342,Broadcast presenter,20/11/1969,41.927655,-82.685098,0
fraud_Kiehn Inc,grocery_pos,106.68,M,Palermo,ND,58769,48.3396,-102.24,229,Administrator,20/03/1983,49.03174,-102.48299,0
fraud_Kerluke PLC,misc_net,1.72,F,American Fork,UT,84003,40.3928,-111.7941,42384,Futures trader,29/12/1992,39.457129,-111.592211,0
"fraud_Casper, Hand and Zulauf",grocery_pos,65.29,F,Shields,ND,58569,46.1838,-101.2589,77,Film/video editor,17/12/1989,46.406789,-101.852688,0
"fraud_Greenfelder, Bartoletti and Davis",misc_net,83.54,M,Tuscarora,MD,21790,39.2667,-77.5101,100,"Production assistant, television",11/12/1979,38.747943,-77.566116,0
"fraud_Altenwerth, Cartwright and Koss",shopping_net,6,M,Brainard,NE,68626,41.1832,-96.9882,614,Associate Professor,20/06/1967,42.135107,-96.217628,0
"fraud_Reilly, Heaney and Cole",gas_transport,39.8,F,Beaver Falls,PA,15010,40.7687,-80.3592,28425,Podiatrist,9/6/2000,41.039251,-81.30853,0
fraud_Kuhic Inc,grocery_pos,140.51,M,Bolton,NC,28423,34.3091,-78.3372,2290,"Engineer, biomedical",7/12/1945,34.329378,-78.539192,0
